date,provider,model,team,project,requests,input_tokens,output_tokens,cache_read_tokens,cost_usd
2026-07-03,bedrock,claude-haiku-4-5,Platform,Agent Runtime,41662,46605427,3176406,18883260,64.38
2026-07-03,bedrock,claude-sonnet-5,Platform,Agent Runtime,1698,2684709,596948,886288,17.27
2026-07-03,anthropic-api,claude-fable-5,Data Science,Churn Model,104,331023,203159,139316,13.61
2026-07-03,anthropic-api,claude-opus-5,Data Science,Churn Model,471,912169,541157,334600,18.26
2026-07-03,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,1162,1943529,727089,778255,16.97
2026-07-03,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,2511,2822222,333316,1062430,4.60
2026-07-03,bedrock,claude-haiku-4-5,Support,Ticket Triage,16096,17746887,1925609,6008683,27.98
2026-07-03,bedrock,claude-sonnet-5,Support,Ticket Triage,783,1182801,395131,447931,9.61
2026-07-04,bedrock,claude-opus-5,Delivery,Client Portal,233,496775,274464,157423,9.42
2026-07-04,bedrock,claude-opus-4-8,Delivery,Cortex CMS,39,77172,35457,28725,1.29
2026-07-04,bedrock,claude-sonnet-5,Delivery,Cortex CMS,801,1403668,524068,523550,12.23
2026-07-04,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,8372,10199106,959939,3631571,15.36
2026-07-04,bedrock,claude-sonnet-5,Platform,Agent Runtime,456,835575,167164,285351,5.10
2026-07-04,anthropic-api,claude-fable-5,Data Science,Churn Model,22,83936,50720,31349,3.41
2026-07-04,anthropic-api,claude-opus-5,Data Science,Churn Model,106,252334,176017,98984,5.71
2026-07-04,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,265,460901,240205,149382,5.03
2026-07-04,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,530,609122,74053,206545,1.00
2026-07-04,bedrock,claude-haiku-4-5,Support,Ticket Triage,3849,4687712,519590,1553632,7.44
2026-07-04,bedrock,claude-sonnet-5,Support,Ticket Triage,178,327146,98247,111933,2.49
2026-07-05,bedrock,claude-opus-5,Delivery,Client Portal,214,527223,213823,217676,8.09
2026-07-05,bedrock,claude-opus-4-8,Delivery,Client Portal,43,105587,46057,35613,1.70
2026-07-05,bedrock,claude-sonnet-5,Delivery,Client Portal,986,1484947,568907,615318,13.17
2026-07-05,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,8350,9897735,863165,3275419,14.54
2026-07-05,bedrock,claude-sonnet-5,Platform,Agent Runtime,487,823836,173015,270676,5.15
2026-07-05,anthropic-api,claude-fable-5,Data Science,Forecasting,23,91813,72571,32927,4.58
2026-07-05,anthropic-api,claude-opus-5,Data Science,Churn Model,100,225597,113678,86269,4.01
2026-07-05,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,239,418736,199690,153636,4.30
2026-07-05,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,578,704540,83979,233386,1.15
2026-07-05,bedrock,claude-haiku-4-5,Support,Ticket Triage,3329,3828017,410271,1393627,6.02
2026-07-05,bedrock,claude-sonnet-5,Support,Ticket Triage,184,335324,104206,142037,2.61
2026-07-06,bedrock,claude-opus-5,Delivery,Cortex CMS,838,1899039,1025674,774647,35.52
2026-07-06,bedrock,claude-opus-4-8,Delivery,Cortex CMS,146,327063,137051,109703,5.12
2026-07-06,bedrock,claude-sonnet-5,Delivery,Cortex CMS,3938,5919517,2099271,2165652,49.90
2026-07-06,bedrock,claude-haiku-4-5,Platform,Agent Runtime,47040,55774319,3712444,23349775,76.67
2026-07-06,bedrock,claude-sonnet-5,Platform,Agent Runtime,1843,3106708,613118,1151158,18.86
2026-07-06,anthropic-api,claude-fable-5,Data Science,Forecasting,102,415420,238410,147619,16.22
2026-07-06,anthropic-api,claude-opus-5,Data Science,Churn Model,465,1023098,683998,418922,22.42
2026-07-06,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,1252,2221163,1164628,922464,24.41
2026-07-06,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,2864,3471375,460139,1274353,5.90
2026-07-06,bedrock,claude-haiku-4-5,Support,Ticket Triage,13173,14463025,1460456,6174557,22.38
2026-07-06,bedrock,claude-sonnet-5,Support,Ticket Triage,757,1146059,336965,449288,8.63
2026-07-07,bedrock,claude-opus-5,Delivery,Client Portal,981,2270958,1210194,853965,42.04
2026-07-07,bedrock,claude-opus-4-8,Delivery,Client Portal,160,384087,179955,136521,6.49
2026-07-07,bedrock,claude-sonnet-5,Delivery,Cortex CMS,5065,8133153,3903521,2996548,83.85
2026-07-07,bedrock,claude-haiku-4-5,Platform,Agent Runtime,37846,44830804,2889505,17124564,60.99
2026-07-07,bedrock,claude-sonnet-5,Platform,Agent Runtime,1802,2698667,452660,1157382,15.23
2026-07-07,anthropic-api,claude-fable-5,Data Science,Churn Model,88,263576,198325,98260,12.65
2026-07-07,anthropic-api,claude-opus-5,Data Science,Forecasting,537,1350505,818663,550412,27.49
2026-07-07,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,1172,2084667,1046891,815904,22.20
2026-07-07,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,2369,2708198,279343,1140314,4.22
2026-07-07,bedrock,claude-haiku-4-5,Support,Ticket Triage,14302,16501657,1783301,6443182,26.06
2026-07-07,bedrock,claude-sonnet-5,Support,Ticket Triage,680,1025783,289066,363325,7.52
2026-07-08,bedrock,claude-opus-5,Delivery,Cortex CMS,1093,2188493,966619,858676,35.54
2026-07-08,bedrock,claude-opus-4-8,Delivery,Client Portal,144,308296,146710,125782,5.27
2026-07-08,bedrock,claude-sonnet-5,Delivery,Client Portal,4817,7579784,2627277,3150876,63.09
2026-07-08,bedrock,claude-haiku-4-5,Platform,Agent Runtime,47206,53600935,4770932,17814223,79.24
2026-07-08,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,1927,2958939,680062,1126845,19.42
2026-07-08,anthropic-api,claude-fable-5,Data Science,Churn Model,85,262431,162423,107992,10.85
2026-07-08,anthropic-api,claude-opus-5,Data Science,Churn Model,493,1140987,631589,418617,21.70
2026-07-08,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,1110,2003522,909685,865715,19.92
2026-07-08,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,3215,3772653,467220,1429776,6.25
2026-07-08,bedrock,claude-haiku-4-5,Support,Ticket Triage,17458,19720905,2304620,7528406,32.00
2026-07-08,bedrock,claude-sonnet-5,Support,Ticket Triage,698,1140031,303259,413752,8.09
2026-07-09,bedrock,claude-opus-5,Delivery,Client Portal,1157,2656775,1498064,916471,51.19
2026-07-09,bedrock,claude-opus-4-8,Delivery,Client Portal,112,278558,120784,107496,4.47
2026-07-09,bedrock,claude-sonnet-5,Delivery,Cortex CMS,4908,8786697,3511624,3099126,79.96
2026-07-09,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,42611,51371525,4283418,17124041,74.50
2026-07-09,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,2119,3420041,674732,1419308,20.81
2026-07-09,anthropic-api,claude-fable-5,Data Science,Forecasting,105,410679,285014,179486,18.54
2026-07-09,anthropic-api,claude-opus-5,Data Science,Churn Model,559,1314439,849996,439457,28.04
2026-07-09,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,1053,1617016,609021,725197,14.20
2026-07-09,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,2433,2702216,272175,1149125,4.18
2026-07-09,bedrock,claude-haiku-4-5,Support,Ticket Triage,15129,18166364,2020973,7836656,29.05
2026-07-09,bedrock,claude-sonnet-5,Support,Ticket Triage,856,1512686,438682,541692,11.28
2026-07-10,bedrock,claude-opus-5,Delivery,Cortex CMS,901,2068816,969408,748213,34.95
2026-07-10,bedrock,claude-opus-4-8,Delivery,Client Portal,111,240382,116118,96541,4.15
2026-07-10,bedrock,claude-sonnet-5,Delivery,Cortex CMS,4258,7933617,2840135,3096004,67.33
2026-07-10,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,38970,46598139,3870103,20336854,67.98
2026-07-10,bedrock,claude-sonnet-5,Platform,Agent Runtime,2464,4329471,797188,1687534,25.45
2026-07-10,anthropic-api,claude-fable-5,Data Science,Churn Model,111,336697,216831,138752,14.35
2026-07-10,anthropic-api,claude-opus-5,Data Science,Churn Model,598,1350978,741994,490707,25.55
2026-07-10,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,1419,2252996,1186031,953401,24.84
2026-07-10,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,3210,3859924,453196,1367212,6.26
2026-07-10,bedrock,claude-haiku-4-5,Support,Ticket Triage,14425,16255534,1790247,7301337,25.94
2026-07-10,bedrock,claude-sonnet-5,Support,Ticket Triage,923,1416011,363393,541207,9.86
2026-07-11,bedrock,claude-opus-5,Delivery,Client Portal,282,562704,296494,240801,10.35
2026-07-11,bedrock,claude-opus-4-8,Delivery,Client Portal,25,59140,29672,23244,1.05
2026-07-11,bedrock,claude-sonnet-5,Delivery,Cortex CMS,1045,1823568,714425,661040,16.39
2026-07-11,bedrock,claude-haiku-4-5,Platform,Agent Runtime,9249,10299152,823150,3527541,14.77
2026-07-11,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,520,806023,167831,275705,5.02
2026-07-11,anthropic-api,claude-fable-5,Data Science,Forecasting,19,59942,40253,26682,2.64
2026-07-11,anthropic-api,claude-opus-5,Data Science,Churn Model,119,275600,149716,120728,5.18
2026-07-11,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,271,415920,156557,162335,3.64
2026-07-11,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,609,701000,91610,244270,1.18
2026-07-11,bedrock,claude-haiku-4-5,Support,Ticket Triage,3231,3812453,380995,1612269,5.88
2026-07-11,bedrock,claude-sonnet-5,Support,Ticket Triage,144,261002,68646,107389,1.84
2026-07-12,bedrock,claude-opus-5,Delivery,Client Portal,228,428364,242324,195777,8.30
2026-07-12,bedrock,claude-opus-4-8,Delivery,Cortex CMS,22,45408,27026,17862,0.91
2026-07-12,bedrock,claude-sonnet-5,Delivery,Cortex CMS,957,1626162,725819,599281,15.95
2026-07-12,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,10757,12247255,1155562,5301952,18.56
2026-07-12,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,548,968257,155635,380446,5.35
2026-07-12,anthropic-api,claude-fable-5,Data Science,Churn Model,19,74800,60255,29686,3.79
2026-07-12,anthropic-api,claude-opus-5,Data Science,Churn Model,125,282449,167101,121641,5.65
2026-07-12,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,293,530521,249327,219671,5.40
2026-07-12,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,768,869001,121045,362710,1.51
2026-07-12,bedrock,claude-haiku-4-5,Support,Ticket Triage,3246,3810933,335449,1631667,5.65
2026-07-12,bedrock,claude-sonnet-5,Support,Ticket Triage,156,256849,90349,102636,2.16
2026-07-13,bedrock,claude-opus-5,Delivery,Cortex CMS,1160,2811502,1630971,1027079,55.35
2026-07-13,bedrock,claude-opus-4-8,Delivery,Client Portal,87,171095,85012,69160,3.02
2026-07-13,bedrock,claude-sonnet-5,Delivery,Cortex CMS,4680,8690753,3591605,3789674,81.08
2026-07-13,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,42061,48204339,3916995,21534273,69.94
2026-07-13,bedrock,claude-sonnet-5,Platform,Agent Runtime,1990,3238022,720037,1163198,20.86
2026-07-13,anthropic-api,claude-fable-5,Data Science,Churn Model,95,307367,211207,140810,13.77
2026-07-13,anthropic-api,claude-opus-5,Data Science,Churn Model,561,1347612,819360,474399,27.46
2026-07-13,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,1263,2219987,1092680,846981,23.30
2026-07-13,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,3310,3947898,465167,1373412,6.41
2026-07-13,bedrock,claude-haiku-4-5,Support,Ticket Triage,13886,16105567,1889971,6860002,26.24
2026-07-13,bedrock,claude-sonnet-5,Support,Ticket Triage,756,1233943,428735,430183,10.26
2026-07-14,bedrock,claude-opus-5,Delivery,Client Portal,1293,2973324,1499262,1103458,52.90
2026-07-14,bedrock,claude-opus-4-8,Delivery,Client Portal,65,163840,97716,73788,3.30
2026-07-14,bedrock,claude-sonnet-5,Delivery,Client Portal,4865,8623646,2864406,3444842,69.87
2026-07-14,bedrock,claude-haiku-4-5,Platform,Agent Runtime,39091,46885879,3684400,21245446,67.43
2026-07-14,bedrock,claude-sonnet-5,Platform,Agent Runtime,2411,3948154,831732,1628200,24.81
2026-07-14,anthropic-api,claude-fable-5,Data Science,Churn Model,103,336606,223460,125804,14.66
2026-07-14,anthropic-api,claude-opus-5,Data Science,Forecasting,515,1286686,770404,470413,25.93
2026-07-14,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,1335,2100837,784631,743077,18.29
2026-07-14,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,3047,3728268,475860,1335964,6.24
2026-07-14,bedrock,claude-haiku-4-5,Support,Ticket Triage,17763,20659855,1842751,9438247,30.82
2026-07-14,bedrock,claude-sonnet-5,Support,Ticket Triage,693,1094885,355394,498112,8.76
2026-07-15,bedrock,claude-opus-5,Delivery,Client Portal,1296,3133377,1323723,1419648,49.47
2026-07-15,bedrock,claude-opus-4-8,Delivery,Client Portal,49,119539,63588,42919,2.21
2026-07-15,bedrock,claude-sonnet-5,Delivery,Client Portal,3955,6057877,2525368,2817997,56.90
2026-07-15,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,44280,52417859,5013574,21368427,79.62
2026-07-15,bedrock,claude-sonnet-5,Platform,Agent Runtime,2455,4549676,750615,2019866,25.51
2026-07-15,anthropic-api,claude-fable-5,Data Science,Churn Model,100,381786,256219,143428,16.77
2026-07-15,anthropic-api,claude-opus-5,Data Science,Forecasting,590,1271822,814199,521940,26.98
2026-07-15,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,1434,2256585,982944,912430,21.79
2026-07-15,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,3305,3874495,523070,1775081,6.67
2026-07-15,bedrock,claude-haiku-4-5,Support,Ticket Triage,18223,20465277,2185729,8836804,32.28
2026-07-15,bedrock,claude-sonnet-5,Support,Ticket Triage,780,1291592,321167,520200,8.85
2026-07-16,bedrock,claude-opus-5,Delivery,Client Portal,1249,3100199,1541363,1098720,54.58
2026-07-16,bedrock,claude-opus-4-8,Delivery,Client Portal,52,99862,57161,39131,1.95
2026-07-16,bedrock,claude-sonnet-5,Delivery,Client Portal,4398,7885783,2778933,2906325,66.21
2026-07-16,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,39573,44035363,3210440,19481148,62.04
2026-07-16,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,2463,3923165,709754,1716936,22.93
2026-07-16,anthropic-api,claude-fable-5,Data Science,Forecasting,86,266226,161915,107285,10.87
2026-07-16,anthropic-api,claude-opus-5,Data Science,Forecasting,664,1281321,783238,512099,26.24
2026-07-16,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,1077,1956254,931957,859036,20.11
2026-07-16,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,3483,3877678,556214,1401348,6.80
2026-07-16,bedrock,claude-haiku-4-5,Support,Ticket Triage,16633,19368119,2103259,7618803,30.65
2026-07-16,bedrock,claude-sonnet-5,Support,Ticket Triage,961,1650914,432707,708626,11.66
2026-07-17,bedrock,claude-opus-5,Delivery,Cortex CMS,1249,3006687,1369615,1437353,49.99
2026-07-17,bedrock,claude-opus-4-8,Delivery,Cortex CMS,35,70963,32520,28284,1.18
2026-07-17,bedrock,claude-sonnet-5,Delivery,Client Portal,4863,7504705,3425912,3203336,74.86
2026-07-17,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,39574,46802772,3489185,20920774,66.34
2026-07-17,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,2530,4522385,1017713,1827003,29.38
2026-07-17,anthropic-api,claude-fable-5,Data Science,Forecasting,87,260452,180392,100271,11.72
2026-07-17,anthropic-api,claude-opus-5,Data Science,Churn Model,599,1140079,689122,451347,23.15
2026-07-17,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,1095,1921923,718851,905587,16.82
2026-07-17,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,3228,3903860,429001,1565206,6.21
2026-07-17,bedrock,claude-haiku-4-5,Support,Ticket Triage,16869,20457021,1893426,7947276,30.72
2026-07-17,bedrock,claude-sonnet-5,Support,Ticket Triage,765,1428544,462379,629487,11.41
2026-07-18,bedrock,claude-opus-5,Delivery,Client Portal,237,594598,316678,221312,11.00
2026-07-18,bedrock,claude-opus-4-8,Delivery,Client Portal,4,9032,4396,3578,0.16
2026-07-18,bedrock,claude-sonnet-5,Delivery,Client Portal,1083,1705991,703609,615718,15.86
2026-07-18,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,9308,10582152,868343,4268546,15.35
2026-07-18,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,511,780510,143493,318407,4.59
2026-07-18,anthropic-api,claude-fable-5,Data Science,Forecasting,24,74944,56262,31807,3.59
2026-07-18,anthropic-api,claude-opus-5,Data Science,Forecasting,150,282036,146948,120799,5.14
2026-07-18,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,320,559204,242633,253170,5.39
2026-07-18,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,632,730492,73001,300680,1.13
2026-07-18,bedrock,claude-haiku-4-5,Support,Ticket Triage,3726,4521390,448899,1757270,6.94
2026-07-18,bedrock,claude-sonnet-5,Support,Ticket Triage,163,298911,105449,138597,2.52
2026-07-19,bedrock,claude-opus-5,Delivery,Cortex CMS,319,723124,329649,299947,12.01
2026-07-19,bedrock,claude-opus-4-8,Delivery,Cortex CMS,2,4692,2586,2079,0.09
2026-07-19,bedrock,claude-sonnet-5,Delivery,Cortex CMS,1192,2211939,736425,998538,17.98
2026-07-19,bedrock,claude-haiku-4-5,Platform,Agent Runtime,8476,10377114,993640,4879807,15.83
2026-07-19,bedrock,claude-sonnet-5,Platform,Agent Runtime,475,846520,188116,361571,5.47
2026-07-19,anthropic-api,claude-fable-5,Data Science,Churn Model,19,56453,33177,21809,2.25
2026-07-19,anthropic-api,claude-opus-5,Data Science,Forecasting,153,323387,192926,134212,6.51
2026-07-19,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,282,427871,213821,200875,4.55
2026-07-19,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,705,776797,98899,355340,1.31
2026-07-19,bedrock,claude-haiku-4-5,Support,Ticket Triage,3862,4256625,461620,1555786,6.72
2026-07-19,bedrock,claude-sonnet-5,Support,Ticket Triage,160,253084,82879,100113,2.03
2026-07-20,bedrock,claude-opus-5,Delivery,Client Portal,3304,8182170,3963431,3568428,141.78
2026-07-20,bedrock,claude-sonnet-5,Delivery,Client Portal,15325,22910387,7999091,8416738,191.24
2026-07-20,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,148980,177453681,12574358,88050613,249.13
2026-07-20,bedrock,claude-sonnet-5,Platform,Agent Runtime,7424,13049450,2542394,4861420,78.74
2026-07-20,anthropic-api,claude-fable-5,Data Science,Churn Model,322,1330304,934126,623629,60.63
2026-07-20,anthropic-api,claude-opus-5,Data Science,Forecasting,2031,4440550,2413228,1822935,83.44
2026-07-20,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,4268,6874688,3243584,3049060,70.19
2026-07-20,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,9514,10746831,1057295,5200541,16.55
2026-07-20,bedrock,claude-haiku-4-5,Support,Ticket Triage,44142,49273579,5641420,19895606,79.47
2026-07-20,bedrock,claude-sonnet-5,Support,Ticket Triage,2096,3734536,1246589,1673080,30.40
2026-07-21,bedrock,claude-opus-5,Delivery,Cortex CMS,4299,10338186,5399246,4542252,188.94
2026-07-21,bedrock,claude-sonnet-5,Delivery,Cortex CMS,14863,27665887,12842485,11045935,278.95
2026-07-21,bedrock,claude-haiku-4-5,Platform,Agent Runtime,109443,125459288,9157092,47588021,176.00
2026-07-21,bedrock,claude-sonnet-5,Platform,Agent Runtime,6686,11318163,2282852,5639535,69.89
2026-07-21,anthropic-api,claude-fable-5,Data Science,Churn Model,317,1074367,682333,457619,45.32
2026-07-21,anthropic-api,claude-opus-5,Data Science,Forecasting,1763,4256546,2410515,1841552,82.47
2026-07-21,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,3187,5873273,2822027,2785468,60.79
2026-07-21,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,9564,10882526,1284522,4062674,17.71
2026-07-21,bedrock,claude-haiku-4-5,Support,Ticket Triage,43061,49901976,5875812,24220159,81.70
2026-07-21,bedrock,claude-sonnet-5,Support,Ticket Triage,2689,4622883,1585147,1734901,38.17
2026-07-22,bedrock,claude-opus-5,Delivery,Client Portal,3512,8795030,4273283,4254306,152.93
2026-07-22,bedrock,claude-sonnet-5,Delivery,Client Portal,13529,20157903,7606044,8887473,177.23
2026-07-22,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,105465,118949647,8196870,45169101,164.45
2026-07-22,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,5752,9452282,1827077,4126531,57.00
2026-07-22,anthropic-api,claude-fable-5,Data Science,Churn Model,298,947238,581578,442429,38.99
2026-07-22,anthropic-api,claude-opus-5,Data Science,Forecasting,1948,3698211,2499925,1423651,81.70
2026-07-22,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,3157,4951760,2232169,2503449,49.09
2026-07-22,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,7834,8869846,1035142,3747395,14.42
2026-07-22,bedrock,claude-haiku-4-5,Support,Ticket Triage,40775,49687023,5265211,19902809,78.00
2026-07-22,bedrock,claude-sonnet-5,Support,Ticket Triage,2131,3648139,1067645,1800262,27.50
2026-07-23,bedrock,claude-opus-5,Delivery,Cortex CMS,1549,3873271,2308607,1511470,77.84
2026-07-23,bedrock,claude-sonnet-5,Delivery,Client Portal,5476,9410450,3552605,4766815,82.95
2026-07-23,bedrock,claude-haiku-4-5,Platform,Agent Runtime,38297,45705141,3466622,20782889,65.12
2026-07-23,bedrock,claude-sonnet-5,Platform,Agent Runtime,2725,4168658,902184,1580214,26.51
2026-07-23,anthropic-api,claude-fable-5,Data Science,Forecasting,106,310980,257577,147911,16.14
2026-07-23,anthropic-api,claude-opus-5,Data Science,Churn Model,796,1825677,1080456,850597,36.57
2026-07-23,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,1450,2482825,917475,1225241,21.58
2026-07-23,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,3344,4007920,480665,1864332,6.60
2026-07-23,bedrock,claude-haiku-4-5,Support,Ticket Triage,16356,19772693,1664157,8554475,28.95
2026-07-23,bedrock,claude-sonnet-5,Support,Ticket Triage,721,1137218,329206,578622,8.52
2026-07-24,bedrock,claude-opus-5,Delivery,Client Portal,1317,2582985,1203451,1260031,43.63
2026-07-24,bedrock,claude-sonnet-5,Delivery,Cortex CMS,5050,7501737,3065999,3466713,69.54
2026-07-24,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,41323,46198610,3469614,21137720,65.66
2026-07-24,bedrock,claude-sonnet-5,Platform,Agent Runtime,2743,4732773,1085225,2325342,31.17
2026-07-24,anthropic-api,claude-fable-5,Data Science,Churn Model,123,421947,332588,160912,21.01
2026-07-24,anthropic-api,claude-opus-5,Data Science,Churn Model,578,1122385,752686,493358,24.68
2026-07-24,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,1394,2433351,1113609,1190618,24.36
2026-07-24,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,3777,4397170,609336,1897103,7.63
2026-07-24,bedrock,claude-haiku-4-5,Support,Ticket Triage,17119,20377025,2077328,9738570,31.74
2026-07-24,bedrock,claude-sonnet-5,Support,Ticket Triage,836,1484354,514374,619270,12.35
2026-07-25,bedrock,claude-opus-5,Delivery,Cortex CMS,378,859455,362259,388380,13.55
2026-07-25,bedrock,claude-sonnet-5,Delivery,Client Portal,1042,1785308,782540,889145,17.36
2026-07-25,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,11917,14260722,1154122,6227731,20.65
2026-07-25,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,608,1001569,191340,388315,5.99
2026-07-25,anthropic-api,claude-fable-5,Data Science,Forecasting,26,87261,53745,36584,3.60
2026-07-25,anthropic-api,claude-opus-5,Data Science,Churn Model,152,289848,153863,133402,5.36
2026-07-25,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,253,398324,213792,176224,4.45
2026-07-25,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,760,864265,123581,345968,1.52
2026-07-25,bedrock,claude-haiku-4-5,Support,Ticket Triage,3311,3735446,331573,1540405,5.55
2026-07-25,bedrock,claude-sonnet-5,Support,Ticket Triage,179,330665,118100,151580,2.81
2026-07-26,bedrock,claude-opus-5,Delivery,Cortex CMS,324,646441,349566,333199,12.14
2026-07-26,bedrock,claude-sonnet-5,Delivery,Cortex CMS,1314,2412231,1133083,1047387,24.55
2026-07-26,bedrock,claude-haiku-4-5,Platform,Agent Runtime,9160,10881010,801064,5458813,15.43
2026-07-26,bedrock,claude-sonnet-5,Platform,Agent Runtime,465,827048,150164,395650,4.85
2026-07-26,anthropic-api,claude-fable-5,Data Science,Forecasting,26,87102,57611,34363,3.79
2026-07-26,anthropic-api,claude-opus-5,Data Science,Churn Model,157,296019,187440,122131,6.23
2026-07-26,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,354,632033,265027,271665,5.95
2026-07-26,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,717,865710,121222,363759,1.51
2026-07-26,bedrock,claude-haiku-4-5,Support,Ticket Triage,3791,4373037,496832,2174433,7.07
2026-07-26,bedrock,claude-sonnet-5,Support,Ticket Triage,186,283428,92757,112840,2.28
2026-07-27,bedrock,claude-opus-5,Delivery,Cortex CMS,1644,3916298,2078420,2033415,72.56
2026-07-27,bedrock,claude-sonnet-5,Delivery,Cortex CMS,5280,8096635,3116109,3544591,72.09
2026-07-27,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,47732,52781473,4315429,23294270,76.69
2026-07-27,bedrock,claude-sonnet-5,Platform,Agent Runtime,2325,4226429,729679,2062703,24.24
2026-07-27,anthropic-api,claude-fable-5,Data Science,Forecasting,119,490208,406683,232110,25.47
2026-07-27,anthropic-api,claude-opus-5,Data Science,Churn Model,630,1410776,766288,569692,26.50
2026-07-27,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,1619,2955784,1071943,1501282,25.40
2026-07-27,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,3794,4157739,487198,1976823,6.79
2026-07-27,bedrock,claude-haiku-4-5,Support,Ticket Triage,20180,23694822,2123655,10813194,35.39
2026-07-27,bedrock,claude-sonnet-5,Support,Ticket Triage,903,1629636,532483,750187,13.10
2026-07-28,bedrock,claude-opus-5,Delivery,Client Portal,1843,4514889,1904842,2160331,71.28
2026-07-28,bedrock,claude-sonnet-5,Delivery,Client Portal,5588,8546976,4028208,4116893,87.30
2026-07-28,bedrock,claude-haiku-4-5,Platform,Agent Runtime,50180,58706704,5012471,26373523,86.41
2026-07-28,bedrock,claude-sonnet-5,Platform,Agent Runtime,2857,4258927,808727,1748889,25.43
